Symbol,Name,LastSale,IPOyear,MarketCap,Sector,Industry,Exchange
OMC,Omnicom Group Inc.,76.0,,17032031300.0,Technology,Advertising,NYSE
OGS,"ONE Gas, Inc.",81.81,2014.0,4297180366.26,Public Utilities,Oil/Gas Transmission,NYSE
OMF,"OneMain Holdings, Inc.",28.85,2013.0,3917662352.65,Finance,Finance: Consumer Services,NYSE
OKE,"ONEOK, Inc.",63.19,,25993931731.63,Public Utilities,Oil & Gas Production,NYSE
ONE,OneSmart International Education Group Limited,8.85,2018.0,1441932172.65,Consumer Services,Other Consumer Services,NYSE
ORCL,Oracle Corporation,49.27,1986.0,176826039130.0,Technology,Computer Software: Prepackaged Software,NYSE
ORAN,Orange,15.4,,40858542463.2,Public Utilities,Telecommunications Equipment,NYSE
OEC,Orion Engineered Carbons S.A,27.54,2014.0,1636069854.06,Basic Industries,Major Chemicals,NYSE
IX,Orix Corp Ads,78.16,,20008359105.92,Finance,Diversified Financial Services,NYSE
ORA,"Ormat Technologies, Inc.",55.49,2004.0,2811818134.8,Public Utilities,Electric Utilities: Central,NYSE
OSK,Oshkosh Corporation,72.75,,5134414912.5,Capital Goods,Auto Manufacturing,NYSE
OR,Osisko Gold Royalties Ltd,8.64,2016.0,1344272466.24,Basic Industries,Precious Metals,NYSE
OUT,OUTFRONT Media Inc.,20.52,2014.0,2861584178.4,Consumer Services,Real Estate Investment Trusts,NYSE
OC,Owens Corning Inc,48.87,,5342456622.33,Capital Goods,Industrial Machinery/Components,NYSE
OI,"Owens-Illinois, Inc.",19.49,,3093036941.87,Consumer Durables,Containers/Packaging,NYSE
OXM,"Oxford Industries, Inc.",76.83,,1302590494.53,Consumer Non-Durables,Apparel,NYSE
PCG,Pacific Gas & Electric Co.,7.23,,3750015015.48,Public Utilities,Power Generation,NYSE
PKG,Packaging Corporation of America,91.9,2000.0,8684301686.2,Consumer Durables,Containers/Packaging,NYSE
PAGS,PagSeguro Digital Ltd.,22.39,2018.0,7338770770.19,Technology,EDP Services,NYSE
PANW,"Palo Alto Networks, Inc.",203.3,2012.0,19289280871.0,Technology,Computer peripheral equipment,NYSE
PAM,Pampa Energia S.A.,35.77,,2689617840.0,Public Utilities,Electric Utilities: Central,NYSE
P,"Pandora Media, Inc.",8.68,2011.0,2341648657.88,Consumer Services,Broadcasting,NYSE
PGRE,"Paramount Group, Inc.",13.73,2014.0,3257488289.55,Consumer Services,Real Estate Investment Trusts,NYSE
PK,Park Hotels & Resorts Inc.,28.7,2016.0,5774819069.6,Consumer Services,Hotels/Resorts,NYSE
PH,Parker-Hannifin Corporation,162.49,,21505365286.46,Capital Goods,Metal Fabrications,NYSE
PE,"Parsley Energy, Inc.",19.25,2014.0,6097962543.75,Energy,Oil & Gas Production,NYSE
PRTY,Party City Holdco Inc.,11.85,2015.0,1151549725.2,Consumer Services,Other Specialty Stores,NYSE
PAYC,"Paycom Software, Inc.",136.24,2014.0,7985524084.72,Technology,Computer Software: Prepackaged Software,NYSE
PBF,PBF Energy Inc.,36.35,2012.0,4357989359.1,Energy,Integrated oil Companies,NYSE
PBFX,PBF Logistics LP,21.47,2014.0,973604298.12,Energy,Natural Gas Distribution,NYSE
BTU,Peabody Energy Corporation,34.68,2017.0,3970860000.0,Energy,Coal Mining,NYSE
PSO,"Pearson, Plc",11.91,,9302640968.97,Consumer Services,Books,NYSE
PEB,Pebblebrook Hotel Trust,31.44,2009.0,4112352000.0,Consumer Services,Real Estate Investment Trusts,NYSE
PBA,Pembina Pipeline Corp.,34.15,,17283365644.45,Energy,Oil & Gas Production,NYSE
PFSI,"PennyMac Financial Services, Inc.",20.71,2013.0,1604829746.12,Finance,Finance: Consumer Services,NYSE
PMT,PennyMac Mortgage Investment Trust,19.41,2009.0,1183067528.04,Consumer Services,Real Estate Investment Trusts,NYSE
PAG,"Penske Automotive Group, Inc.",47.53,,4033464005.55,Consumer Durables,Automotive Aftermarket,NYSE
PNR,Pentair plc.,41.17,,7147154405.1,Technology,Industrial Machinery/Components,NYSE
PEN,"Penumbra, Inc.",142.0,2015.0,4899431396.0,Health Care,Medical/Dental Instruments,NYSE
PFGC,Performance Food Group Company,34.6,2015.0,3638546518.4,Consumer Non-Durables,Food Distributors,NYSE
PKI,"PerkinElmer, Inc.",86.4,,9611068089.6,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NYSE
PRGO,Perrigo Company,45.97,,6245325327.68,Health Care,Major Pharmaceuticals,NYSE
PRSP,Perspecta Inc.,19.34,2018.0,3171454950.18,Technology,EDP Services,NYSE
PTR,PetroChina Company Limited,64.93,,118835520885.54,Energy,Oil & Gas Production,NYSE
PBR,Petroleo Brasileiro S.A.- Petrobras,15.4,,100442626361.0,Energy,Oil & Gas Production,NYSE
PFE,"Pfizer, Inc.",42.53,,245843583802.34,Health Care,Major Pharmaceuticals,NYSE
PGTI,"PGT Innovations, Inc.",16.54,2006.0,958329055.52,Capital Goods,Building Products,NYSE
PM,Philip Morris International Inc,73.79,,114708318654.79,Consumer Non-Durables,Farming/Seeds/Milling,NYSE
PSX,Phillips 66,95.3,,43945243091.3,Energy,Integrated oil Companies,NYSE
PSXP,Phillips 66 Partners LP,49.36,2013.0,6111321128.16,Energy,Natural Gas Distribution,NYSE
DOC,Physicians Realty Trust,16.98,2013.0,3095827288.32,Consumer Services,Real Estate Investment Trusts,NYSE
PDM,"Piedmont Office Realty Trust, Inc.",18.37,,2358183389.54,Consumer Services,Building operators,NYSE
PTY,Pimco Corporate & Income Opportunity Fund,15.98,2002.0,1354376286.78,,,NYSE
PCI,PIMCO Dynamic Credit and Mortgage Income Fund,22.64,2013.0,3108898605.52,,,NYSE
PDI,PIMCO Dynamic Income Fund,31.52,2012.0,1773827589.12,,,NYSE
PHK,Pimco High Income Fund,8.34,2003.0,1084679283.12,,,NYSE
PNW,Pinnacle West Capital Corporation,85.67,,9601871240.13,Public Utilities,Electric Utilities: Central,NYSE
PXD,Pioneer Natural Resources Company,144.9,,24699956696.1,Energy,Oil & Gas Production,NYSE
PJC,Piper Jaffray Companies,71.91,,1066211080.11,Finance,Investment Bankers/Brokers/Service,NYSE
PBI,Pitney Bowes Inc.,7.15,,1341491115.25,Miscellaneous,Office Equipment/Supplies/Services,NYSE
PVTL,"Pivotal Software, Inc.",17.14,2018.0,4498055136.32,Technology,Computer Software: Prepackaged Software,NYSE
PJT,PJT Partners Inc.,44.36,2015.0,987115221.92,Finance,Investment Managers,NYSE
PAA,"Plains All American Pipeline, L.P.",24.0,1998.0,17430532872.0,Energy,Natural Gas Distribution,NYSE
PAGP,"Plains Group Holdings, L.P.",24.0,2013.0,3819858840.0,Energy,Natural Gas Distribution,NYSE
PLNT,"Planet Fitness, Inc.",58.5,2015.0,5442428862.0,Consumer Services,Hotels/Resorts,NYSE
PLT,"Plantronics, Inc.",36.08,1994.0,1436120165.92,Public Utilities,Telecommunications Equipment,NYSE
PAH,Platform Specialty Products Corporation,11.53,2014.0,3324442201.98,Basic Industries,Major Chemicals,NYSE
AGS,"PlayAGS, Inc.",25.63,2018.0,904879426.77,Consumer Durables,Miscellaneous manufacturing industries,NYSE
PHI,PLDT Inc.,23.78,,5137806329.5,Public Utilities,Telecommunications Equipment,NYSE
PNC,"PNC Financial Services Group, Inc. (The)",125.25,,57793422132.0,Finance,Major Banks,NYSE
PNM,"PNM Resources, Inc. (Holding Co.)",42.0,,3345452208.0,Public Utilities,Electric Utilities: Central,NYSE
PII,Polaris Industries Inc.,88.32,,5456462768.64,Capital Goods,Industrial Specialties,NYSE
POL,PolyOne Corporation,31.65,,2526316957.65,Basic Industries,Major Chemicals,NYSE
POR,Portland General Electric Company,45.84,,4090975168.56,Public Utilities,Electric Utilities: Central,NYSE
PKX,POSCO,58.75,1994.0,18827175635.0,Basic Industries,Steel/Iron Ore,NYSE
POST,"Post Holdings, Inc.",102.06,2012.0,6805497968.64,Consumer Non-Durables,Packaged Foods,NYSE
PPDF,PPDAI Group Inc.,3.68,2017.0,1106260377.44,Finance,Finance: Consumer Services,NYSE
PPG,"PPG Industries, Inc.",105.43,,25291057521.47,Basic Industries,Paints/Coatings,NYSE
PPL,PPL Corporation,30.07,,21656411654.54,Public Utilities,Electric Utilities: Central,NYSE
PQG,PQ Group Holdings Inc.,14.92,2017.0,2023012080.24,Basic Industries,Major Chemicals,NYSE
PBH,Prestige Consumer Healthcare Inc.,27.87,2005.0,1441937418.99,Health Care,Major Pharmaceuticals,NYSE
PVG,"Pretium Resources, Inc.",6.8,,1247551609.6,Basic Industries,Precious Metals,NYSE
PRI,"Primerica, Inc.",109.86,2010.0,4717184609.7,Finance,Life Insurance,NYSE
PRA,ProAssurance Corporation,42.68,,2289191906.32,Finance,Property-Casualty Insurers,NYSE
PG,Procter & Gamble Company (The),91.42,,227764549437.18,Basic Industries,Package Goods/Cosmetics,NYSE
PGR,Progressive Corporation (The),64.42,,37569744000.0,Finance,Property-Casualty Insurers,NYSE
PLD,"Prologis, Inc.",64.7,,40730591000.0,Consumer Services,Real Estate Investment Trusts,NYSE
PUMP,ProPetro Holding Corp.,15.45,2017.0,1547589821.7,Energy,Oilfield Services/Equipment,NYSE
PRO,"PROS Holdings, Inc.",33.97,2007.0,1261983835.47,Technology,EDP Services,NYSE
PBY,Prospect Capital Corporation,23.85,2018.0,1291215674.7,,,NYSE
PB,"Prosperity Bancshares, Inc.",71.89,,5020760648.54,Finance,Major Banks,NYSE
PRLB,"Proto Labs, Inc.",123.55,2012.0,3344537788.9,Capital Goods,Metal Fabrications,NYSE
PFS,"Provident Financial Services, Inc",25.09,2003.0,1676708347.86,Finance,Savings Institutions,NYSE
PRU,"Prudential Financial, Inc.",92.26,2001.0,38103380000.0,Finance,Life Insurance,NYSE
PUK,Prudential Public Limited Company,39.06,,50642157288.24,Finance,Life Insurance,NYSE
PSB,"PS Business Parks, Inc.",138.6,,3790298635.2,Consumer Services,Real Estate Investment Trusts,NYSE
TLK,"PT Telekomunikasi Indonesia, Tbk",28.39,,28123763292.74,Public Utilities,Telecommunications Equipment,NYSE
PEG,Public Service Enterprise Group Incorporated,51.94,,26253057937.4,Public Utilities,Power Generation,NYSE
PSA,Public Storage,203.13,,35418658853.7,Consumer Services,Real Estate Investment Trusts,NYSE
PHM,"PulteGroup, Inc.",26.59,,7468102817.88,Capital Goods,Homebuilding,NYSE
PSTG,"Pure Storage, Inc. ",17.77,2015.0,4293529416.49,Technology,Electronic Components,NYSE
PVH,PVH Corp.,110.18,,8344506759.96,Consumer Non-Durables,Apparel,NYSE
QTWO,"Q2 Holdings, Inc.",56.02,2014.0,2429863802.68,Technology,Computer Software: Prepackaged Software,NYSE
QEP,"QEP Resources, Inc.",9.0,,2130938316.0,Energy,Oil & Gas Production,NYSE
QGEN,Qiagen N.V.,36.93,,8355117060.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NYSE
QTS,"QTS Realty Trust, Inc.",39.79,2013.0,2034708721.57,Consumer Services,Real Estate Investment Trusts,NYSE
KWR,Quaker Chemical Corporation,197.73,,2636603793.72,Basic Industries,Major Chemicals,NYSE
PWR,"Quanta Services, Inc.",33.5,,4892029187.0,Capital Goods,Engineering & Construction,NYSE
QD,Qudian Inc.,5.36,2017.0,1746494118.8,Finance,Finance: Consumer Services,NYSE
DGX,Quest Diagnostics Incorporated,87.04,,11843716019.2,Health Care,Medical Specialities,NYSE
QUOT,Quotient Technology Inc.,11.56,2014.0,1100389255.92,Consumer Services,Advertising,NYSE
RDN,Radian Group Inc.,18.04,,3848535041.12,Finance,Property-Casualty Insurers,NYSE
RL,Ralph Lauren Corporation,111.57,1997.0,8974484283.93,Consumer Non-Durables,Apparel,NYSE
RRC,Range Resources Corporation,11.55,,2881784424.75,Energy,Oil & Gas Production,NYSE
RJF,"Raymond James Financial, Inc.",81.26,,11318287804.86,Finance,Investment Bankers/Brokers/Service,NYSE
RYN,Rayonier Inc.,29.26,,3788223819.38,Consumer Services,Real Estate Investment Trusts,NYSE
RTN,Raytheon Company,165.41,,47071881570.0,Capital Goods,Industrial Machinery/Components,NYSE
RLGY,Realogy Holdings Corp.,18.29,2012.0,2161057839.82,Finance,Real Estate,NYSE
O,Realty Income Corporation,64.65,,19079273191.2,Consumer Services,Real Estate Investment Trusts,NYSE
RHT,"Red Hat, Inc.",175.51,,31023229738.68,Technology,"Computer Software: Programming, Data Processing",NYSE
RWT,"Redwood Trust, Inc.",15.98,1995.0,1325785462.04,Consumer Services,Real Estate Investment Trusts,NYSE
RBC,Regal Beloit Corporation,76.22,,3288299551.08,Consumer Durables,Metal Fabrications,NYSE
RF,Regions Financial Corporation,15.7,,16231762768.0,Finance,Major Banks,NYSE
RGA,"Reinsurance Group of America, Incorporated",149.13,,9361587282.75,Finance,Life Insurance,NYSE
RS,Reliance Steel & Aluminum Co.,78.42,1994.0,5523281047.32,Basic Industries,Metal Fabrications,NYSE
RELX,RELX PLC,21.67,2015.0,42633112551.48,Consumer Services,Publishing,NYSE
RNR,RenaissanceRe Holdings Ltd.,132.95,,5353359514.95,Finance,Property-Casualty Insurers,NYSE
RSG,"Republic Services, Inc.",76.26,1998.0,24751750905.6,Public Utilities,Environmental Services,NYSE
REZI,"Resideo Technologies, Inc.",21.8,2018.0,2680670964.4,Capital Goods,Wholesale Distributors,NYSE
RMD,ResMed Inc.,117.84,,16792170422.16,Health Care,Medical/Dental Instruments,NYSE
RFP,Resolute Forest Products Inc.,9.66,,877505203.68,Basic Industries,Paper,NYSE
QSR,Restaurant Brands International Inc.,57.46,2014.0,14453470932.16,Consumer Services,Restaurants,NYSE
RPAI,"Retail Properties of America, Inc.",11.92,2012.0,2568187840.0,Consumer Services,Real Estate Investment Trusts,NYSE
REV,"Revlon, Inc.",25.76,1996.0,1361076174.08,Consumer Non-Durables,Package Goods/Cosmetics,NYSE
REXR,"Rexford Industrial Realty, Inc.",32.03,2013.0,2972125197.6,Consumer Services,Real Estate Investment Trusts,NYSE
RXN,Rexnord Corporation,25.25,2012.0,2642727190.75,Technology,Industrial Machinery/Components,NYSE
RH,RH,135.32,2012.0,2870981596.8,Consumer Services,Other Specialty Stores,NYSE
RNG,"Ringcentral, Inc.",91.25,2013.0,7330379862.5,Technology,EDP Services,NYSE
RIO,Rio Tinto Plc,51.64,2002.0,88234166863.08,Basic Industries,Precious Metals,NYSE
RBA,Ritchie Bros. Auctioneers Incorporated,36.25,,3939160987.5,Miscellaneous,Business Services,NYSE
RAD,Rite Aid Corporation,0.9691,,1033912918.6045,Health Care,Medical/Nursing Services,NYSE
RLI,RLI Corp.,69.31,,3083231368.74,Finance,Property-Casualty Insurers,NYSE
RLJ,RLJ Lodging Trust,18.35,2011.0,3214906494.4,Consumer Services,Real Estate Investment Trusts,NYSE
ROAN,"Roan Resources, Inc.",11.15,,1700815781.8,Energy,Oil & Gas Production,NYSE
RHI,Robert Half International Inc.,60.87,,7394185197.84,Technology,Professional Services,NYSE
ROK,"Rockwell Automation, Inc.",164.75,,19814823038.25,Capital Goods,Industrial Machinery/Components,NYSE
RCI,"Rogers Communication, Inc.",54.7,,22080039978.6,Consumer Services,Television Services,NYSE
ROG,Rogers Corporation,115.36,,2121407528.8,Basic Industries,Major Chemicals,NYSE
ROL,"Rollins, Inc.",38.68,,12660669059.04,Finance,Diversified Commercial Services,NYSE
ROP,"Roper Technologies, Inc.",282.04,1992.0,29171638062.16,Capital Goods,Industrial Machinery/Components,NYSE
RDC,Rowan Companies plc,12.12,,1540073904.48,Energy,Oil & Gas Production,NYSE
RY,Royal Bank Of Canada,74.32,,106950150813.44,Finance,Commercial Banks,NYSE
RBS,Royal Bank Scotland plc (The),6.45,,38856752086.05,Finance,Commercial Banks,NYSE
RCL,Royal Caribbean Cruises Ltd.,109.35,1993.0,22853755902.6,Consumer Services,Marine Transportation,NYSE
RVT,"Royce Value Trust, Inc.",13.24,1986.0,1137537465.48,,,NYSE
RES,"RPC, Inc.",11.54,,2478769404.68,Energy,Oilfield Services/Equipment,NYSE
RPM,RPM International Inc.,55.17,,7262837050.77,Basic Industries,Paints/Coatings,NYSE
RPT,RPT Realty,12.42,,995504992.02,Consumer Services,Real Estate Investment Trusts,NYSE
R,"Ryder System, Inc.",56.68,,3009034244.84,Consumer Services,Rental/Leasing Companies,NYSE
RHP,"Ryman Hospitality Properties, Inc.",76.66,,3935217370.76,Consumer Services,Real Estate Investment Trusts,NYSE
SPGI,S&P Global Inc.,188.64,,47329776000.0,Finance,Finance: Consumer Services,NYSE
SAIL,"SailPoint Technologies Holdings, Inc.",26.65,2017.0,2339563844.8,Technology,Computer Software: Prepackaged Software,NYSE
CRM,Salesforce.com Inc,152.51,2004.0,116670150000.0,Technology,Computer Software: Prepackaged Software,NYSE
SBH,"Sally Beauty Holdings, Inc.",18.08,,2179437328.0,Consumer Services,Other Specialty Stores,NYSE
SC,Santander Consumer USA Holdings Inc.,19.11,2014.0,6867201718.65,Finance,Finance: Consumer Services,NYSE
SAP,SAP SE,105.74,,129901590000.0,Technology,Computer Software: Prepackaged Software,NYSE
SSL,Sasol Ltd.,30.74,,19393108720.1,Energy,Oil & Gas Production,NYSE
BFS,"Saul Centers, Inc.",51.38,1993.0,1161188000.0,Consumer Services,Real Estate Investment Trusts,NYSE
SLB,Schlumberger N.V.,44.73,,61942184961.3,Energy,Oilfield Services/Equipment,NYSE
SNDR,"Schneider National, Inc.",21.4,2017.0,3787773635.2,Transportation,Trucking Freight/Courier Services,NYSE
SWM,"Schweitzer-Mauduit International, Inc.",30.84,,948868188.84,Basic Industries,Paper,NYSE
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,66.01,,3894862489.28,Technology,EDP Services,NYSE
STNG,Scorpio Tankers Inc.,21.05,2010.0,1085955943.8,Transportation,Marine Transportation,NYSE
SMG,Scotts Miracle-Gro Company (The),69.31,1992.0,3834648664.12,Basic Industries,Agricultural Chemicals,NYSE
SE,Sea Limited,12.6,2017.0,4220574283.8,Consumer Services,Other Consumer Services,NYSE
SDRL,Seadrill Limited,9.85,2018.0,985000000.0,Energy,Oil & Gas Production,NYSE
SEE,Sealed Air Corporation,37.74,,5922354179.76,Basic Industries,Major Chemicals,NYSE
SSW,Seaspan Corporation,9.16,2005.0,1618139547.24,Transportation,Marine Transportation,NYSE
SEAS,"SeaWorld Entertainment, Inc.",26.4,2013.0,2317422914.4,Consumer Services,Services-Misc. Amusement & Recreation,NYSE
WTTR,"Select Energy Services, Inc.",8.71,2017.0,929229633.67,Energy,Oilfield Services/Equipment,NYSE
SEM,Select Medical Holdings Corporation,15.02,2009.0,2032684597.28,Health Care,Hospital/Nursing Management,NYSE
SEMG,Semgroup Corporation,17.31,,1368894706.5,Energy,Oilfield Services/Equipment,NYSE
SMI,Semiconductor  Manufacturing International Corporation,4.41,2004.0,4445118510.21,Technology,Semiconductors,NYSE
SRE,Sempra Energy,112.67,,30833297212.74,Public Utilities,Natural Gas Distribution,NYSE
SEND,"SendGrid, Inc.",50.71,2017.0,2412475613.02,Technology,Computer Software: Prepackaged Software,NYSE
ST,Sensata Technologies Holding plc,47.44,2010.0,7787102132.4,Capital Goods,Industrial Machinery/Components,NYSE
SXT,Sensient Technologies Corporation,62.27,,2632467238.96,Basic Industries,Major Chemicals,NYSE
SRG,Seritage Growth Properties,39.01,2015.0,2180099830.66,Finance,Real Estate,NYSE
SCI,Service Corporation International,43.29,,7833388963.14,Consumer Services,Other Consumer Services,NYSE
SERV,"ServiceMaster Global Holdings, Inc.",37.99,2014.0,5154218789.6,Consumer Services,Other Consumer Services,NYSE
NOW,"ServiceNow, Inc.",190.09,2012.0,34083137000.0,Technology,Computer Software: Prepackaged Software,NYSE
SHAK,"Shake Shack, Inc.",49.39,2015.0,1830407031.64,Consumer Services,Restaurants,NYSE
SJR,Shaw Communications Inc.,20.28,,9864402871.44,Consumer Services,Television Services,NYSE
SHLX,"Shell Midstream Partners, L.P.",19.85,2014.0,4442663852.85,Energy,Natural Gas Distribution,NYSE
SHW,Sherwin-Williams Company (The),398.53,,37312896114.01,Consumer Services,RETAIL: Building Materials,NYSE
SHG,Shinhan Financial Group Co Ltd,36.63,,17349784371.81,Finance,Major Banks,NYSE
SFL,Ship Finance International Limited,11.85,,1414570808.4,Transportation,Marine Transportation,NYSE
SHOP,Shopify Inc.,158.43,2015.0,15539113674.27,Technology,Computer Software: Prepackaged Software,NYSE
SSTK,"Shutterstock, Inc.",38.91,2012.0,1363287452.13,Technology,EDP Services,NYSE
SBGL,Sibanye Gold Limited,2.88,,1631433121.92,Basic Industries,Precious Metals,NYSE
SIG,Signet Jewelers Limited,25.41,,1319090501.19,Consumer Services,Consumer Specialties,NYSE
SPG,"Simon Property Group, Inc.",173.96,,53806596033.4,Consumer Services,Real Estate Investment Trusts,NYSE
SSD,"Simpson Manufacturing Company, Inc.",60.63,,2754983728.29,Capital Goods,Industrial Machinery/Components,NYSE
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",46.55,,5038485184.25,Basic Industries,Major Chemicals,NYSE
SITC,SITE Centers Corp.,12.62,,2330607561.16,Consumer Services,Real Estate Investment Trusts,NYSE
SITE,"SiteOne Landscape Supply, Inc.",57.01,2016.0,2328009564.09,Consumer Non-Durables,Farming/Seeds/Milling,NYSE
SIX,Six Flags Entertainment Corporation New,60.07,,5071072456.95,Consumer Services,Services-Misc. Amusement & Recreation,NYSE
SJW,SJW Group,58.41,,1599334198.11,Public Utilities,Water Supply,NYSE
SKM,"SK Telecom Co., Ltd.",26.57,,17203435380.39,Public Utilities,Telecommunications Equipment,NYSE
SKX,"Skechers U.S.A., Inc.",26.59,1999.0,4202378526.3,Consumer Non-Durables,Shoe Manufacturing,NYSE
SKY,Skyline Champion Corporation,15.99,,906845571.06,Basic Industries,Homebuilding,NYSE
SLG,SL Green Realty Corp,89.24,1997.0,7609559588.24,Consumer Services,Real Estate Investment Trusts,NYSE
SM,SM Energy Company,21.14,,2370697756.14,Energy,Oil & Gas Production,NYSE
SMAR,Smartsheet Inc.,28.59,2018.0,2965390194.42,Technology,Computer Software: Prepackaged Software,NYSE
SNN,"Smith & Nephew SNATS, Inc.",37.97,,16626453733.38,Health Care,Industrial Specialties,NYSE
SNAP,Snap Inc.,6.18,2017.0,8002599518.88,Technology,"Computer Software: Programming, Data Processing",NYSE
SNA,Snap-On Incorporated,167.76,,9341172225.36,Capital Goods,Industrial Machinery/Components,NYSE
IPOA,Social Capital Hedosophia Holdings Corp.,10.06,2017.0,867675000.0,Finance,Business Services,NYSE
SQM,Sociedad Quimica y Minera S.A.,42.5,1993.0,11185852270.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
SOGO,Sogou Inc.,6.11,2017.0,2426686166.32,Technology,EDP Services,NYSE
SWI,SolarWinds Corporation,16.9,2018.0,5238047211.8,Technology,Computer Software: Prepackaged Software,NYSE
SON,Sonoco Products Company,54.81,,5470536661.38,Consumer Durables,Containers/Packaging,NYSE
SNE,Sony Corp Ord,50.18,,63673813124.74,Consumer Non-Durables,Consumer Electronics/Appliances,NYSE
BID,Sotheby&#39;s,42.09,1988.0,1950739463.67,Miscellaneous,Business Services,NYSE
SJI,"South Jersey Industries, Inc.",29.87,,2554070701.79,Public Utilities,Oil/Gas Transmission,NYSE
SO,Southern Company (The),47.22,,48584123658.48,Public Utilities,Electric Utilities: Central,NYSE
SCCO,Southern Copper Corporation,32.29,,24961605904.01,Basic Industries,Precious Metals,NYSE
LUV,Southwest Airlines Company,51.57,,28998150949.44,Transportation,Air Freight/Delivery Services,NYSE
SWX,"Southwest Gas Holdings, Inc.",78.42,,3876452185.86,Public Utilities,Oil & Gas Production,NYSE
SWN,Southwestern Energy Company,4.59,,2668065019.38,Energy,Oil & Gas Production,NYSE
SPB           ,"Spectrum Brands Holdings, Inc.",55.22,,2950145176.44,Miscellaneous,Industrial Machinery/Components,NYSE
SR,Spire Inc.,77.36,,3922663659.04,Public Utilities,Oil/Gas Transmission,NYSE
SPR,"Spirit Aerosystems Holdings, Inc.",79.47,2006.0,8423635470.66,Capital Goods,Military/Government/Technical,NYSE
SAVE,"Spirit Airlines, Inc.",59.36,,4052181491.68,Transportation,Air Freight/Delivery Services,NYSE
SRC,"Spirit Realty Capital, Inc.",37.08,2013.0,3181028792.04,Consumer Services,Building operators,NYSE
SPOT,Spotify Technology S.A.,133.66,2018.0,24029130554.18,Consumer Services,Broadcasting,NYSE
S,Sprint Corporation,6.07,2013.0,24750891418.8,Public Utilities,Telecommunications Equipment,NYSE
SPXC,SPX Corporation,30.2,,1310440302.6,Technology,Industrial Machinery/Components,NYSE
FLOW,"SPX FLOW, Inc.",33.59,2015.0,1429320638.71,Technology,Industrial Machinery/Components,NYSE
SQ,"Square, Inc.",72.24,2015.0,29871066912.96,Technology,Computer Software: Prepackaged Software,NYSE
JOE,St. Joe Company (The),15.18,,921001476.12,Consumer Services,Homebuilding,NYSE
STAG,"Stag Industrial, Inc.",26.99,2011.0,2939029789.14,Consumer Services,Real Estate Investment Trusts,NYSE
SMP,"Standard Motor Products, Inc.",49.9,,1119337738.2,Capital Goods,Auto Parts:O.E.M.,NYSE
SXI,Standex International Corporation,75.69,,971014975.29,Technology,Industrial Machinery/Components,NYSE
SWK,"Stanley Black & Decker, Inc.",136.88,,20677105666.72,Capital Goods,Industrial Machinery/Components,NYSE
STN,Stantec Inc,23.48,,2649197518.84,Consumer Services,Military/Government/Technical,NYSE
STWD,"STARWOOD PROPERTY TRUST, INC.",21.14,2009.0,5820939398.54,Consumer Services,Real Estate Investment Trusts,NYSE
STT,State Street Corporation,71.3,,27060894625.7,Finance,Major Banks,NYSE
SCS,Steelcase Inc.,16.86,1998.0,1968886015.8,Consumer Durables,Office Equipment/Supplies/Services,NYSE
SCL,Stepan Company,83.99,,1891125307.23,Basic Industries,Package Goods/Cosmetics,NYSE
STE,STERIS plc,112.8,,9531561084.0,Health Care,Industrial Specialties,NYSE
STL,Sterling Bancorp,18.66,,4187822617.38,Finance,Major Banks,NYSE
STC,Stewart Information Services Corporation,43.6,,1035098618.4,Finance,Specialty Insurers,NYSE
SF,Stifel Financial Corporation,48.33,,3480330583.98,Finance,Investment Bankers/Brokers/Service,NYSE
STM,STMicroelectronics N.V.,14.55,,13059778640.4,Technology,Semiconductors,NYSE
STOR,STORE Capital Corporation,30.02,2014.0,6389429661.92,Consumer Services,Real Estate Investment Trusts,NYSE
SYK,Stryker Corporation,167.55,,62695079769.3,Health Care,Medical/Dental Instruments,NYSE
MSC,Studio City International Holdings Limited,13.8027,2018.0,1025125756.0488,Consumer Services,Hotels/Resorts,NYSE
RGR,"Sturm, Ruger & Company, Inc.",55.97,,977125379.4,Capital Goods,Ordnance And Accessories,NYSE
SPH,"Suburban Propane Partners, L.P.",22.47,1996.0,1385581698.69,Consumer Services,Other Specialty Stores,NYSE
SMFG,Sumitomo Mitsui Financial Group Inc,7.24,,50658331404.0,Finance,Commercial Banks,NYSE
INN,"Summit Hotel Properties, Inc.",10.86,2011.0,1137702678.96,Consumer Services,Real Estate Investment Trusts,NYSE
SUM,"Summit Materials, Inc.",15.06,2015.0,1681542372.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
SMLP,"Summit Midstream Partners, LP",12.84,2012.0,941903238.0,Public Utilities,Natural Gas Distribution,NYSE
SUI,"Sun Communities, Inc.",104.84,1993.0,9053996448.56,Consumer Services,Real Estate Investment Trusts,NYSE
SLF,Sun Life Financial Inc.,36.8,,22200253825.6,Finance,Life Insurance,NYSE
SU,Suncor Energy  Inc.,32.0,,51037059168.0,Energy,Integrated oil Companies,NYSE
SUN,Sunoco LP,29.13,2012.0,2403622420.59,Energy,Oil Refining/Marketing,NYSE
